_id,validated,venue_name,venue_type,venue_address,website,events,etc,menu_url,menu_text,venue_notes,phone,email,homemade_pierogies,take_out,alcohol,lunch,handicap,publish,id,latitude,longitude,events_json
6940,t,OTB Bicycle Cafe,Restaurant,"2518 East Carson Street, Pittsburgh, Pennsylvania 15203, United States",https://otbbicyclecafe.com/southside/,"Friday Feb 20 from 11:00 AM to 11:00 AM, Friday Feb 27 from 11:00 AM to 11:00 AM, Friday Mar 6 from 11:00 AM to 11:00 AM, Friday Mar 13 from 11:00 AM to 11:00 AM, Friday Mar 20 from 11:00 AM to 11:00 AM, Friday Mar 27 from 11:00 AM to 11:00 AM, Wednesday Feb 18 from 11:00 AM to 11:00 AM, Friday Apr 3 from 11:00 AM to 11:00 AM",,,,,412.381.3698,,,t,t,t,,t,,40.427431,-79.969017,"[{""dt_start"": ""2026-02-20T11:00:00"", ""dt_end"": ""2026-02-20T11:00:00""}, {""dt_start"": ""2026-02-27T11:00:00"", ""dt_end"": ""2026-02-27T11:00:00""}, {""dt_start"": ""2026-03-06T11:00:00"", ""dt_end"": ""2026-03-06T11:00:00""}, {""dt_start"": ""2026-03-13T11:00:00"", ""dt_end"": ""2026-03-13T11:00:00""}, {""dt_start"": ""2026-03-20T11:00:00"", ""dt_end"": ""2026-03-20T11:00:00""}, {""dt_start"": ""2026-03-27T11:00:00"", ""dt_end"": ""2026-03-27T11:00:00""}, {""dt_start"": ""2026-02-18T11:00:00"", ""dt_end"": ""2026-02-18T11:00:00""}, {""dt_start"": ""2026-04-03T11:00:00"", ""dt_end"": ""2026-04-03T11:00:00""}]"
6941,t,Highland Hose Volunteer Fire Company,Fire Department,"401 East 8th Avenue, Tarentum, PA",https://www.facebook.com/truck280/,"Friday Feb 20 from 11:00 AM to 1:00 PM, Friday Feb 27 from 11:00 AM to 1:00 PM, Friday Mar 6 from 11:00 AM to 1:00 PM, Friday Mar 13 from 11:00 AM to 1:00 PM, Friday Mar 20 from 11:00 AM to 1:00 PM, Friday Mar 27 from 11:00 AM to 1:00 PM, Wednesday Feb 18 from 11:00 AM to 1:00 PM, Friday Apr 3 from 11:00 AM to 1:00 PM, Friday Feb 20 from 4:00 PM to 7:00 PM, Friday Feb 27 from 4:00 PM to 7:00 PM, Friday Mar 6 from 4:00 PM to 7:00 PM, Friday Mar 13 from 4:00 PM to 7:00 PM, Friday Mar 20 from 4:00 PM to 7:00 PM, Friday Mar 27 from 4:00 PM to 7:00 PM, Wednesday Feb 18 from 4:00 PM to 7:00 PM, Friday Apr 3 from 4:00 PM to 7:00 PM",,https://www.facebook.com/share/p/16mXu77Q7R/,"Fish Sandwich or Shrimp Dinner $13.00 Add Cheese to Sandwich
$.50 *All dinners Include Cole slaw and Fresh Cut Fries *
Fish sandwich or Shrimp Only -$9.00
Extra Fresh Cut Fries - $5.00
Soda- Pepsi, Mtn Dew, Diet Pepsi, Bottled Water $1.00",upstairs hall - use the door on the right,(724) 224-0999,,f,t,f,t,t,t,,40.604556,-79.753166,"[{""dt_start"": ""2026-02-20T11:00:00"", ""dt_end"": ""2026-02-20T13:00:00""}, {""dt_start"": ""2026-02-27T11:00:00"", ""dt_end"": ""2026-02-27T13:00:00""}, {""dt_start"": ""2026-03-06T11:00:00"", ""dt_end"": ""2026-03-06T13:00:00""}, {""dt_start"": ""2026-03-13T11:00:00"", ""dt_end"": ""2026-03-13T13:00:00""}, {""dt_start"": ""2026-03-20T11:00:00"", ""dt_end"": ""2026-03-20T13:00:00""}, {""dt_start"": ""2026-03-27T11:00:00"", ""dt_end"": ""2026-03-27T13:00:00""}, {""dt_start"": ""2026-02-18T11:00:00"", ""dt_end"": ""2026-02-18T13:00:00""}, {""dt_start"": ""2026-04-03T11:00:00"", ""dt_end"": ""2026-04-03T13:00:00""}, {""dt_start"": ""2026-02-20T16:00:00"", ""dt_end"": ""2026-02-20T19:00:00""}, {""dt_start"": ""2026-02-27T16:00:00"", ""dt_end"": ""2026-02-27T19:00:00""}, {""dt_start"": ""2026-03-06T16:00:00"", ""dt_end"": ""2026-03-06T19:00:00""}, {""dt_start"": ""2026-03-13T16:00:00"", ""dt_end"": ""2026-03-13T19:00:00""}, {""dt_start"": ""2026-03-20T16:00:00"", ""dt_end"": ""2026-03-20T19:00:00""}, {""dt_start"": ""2026-03-27T16:00:00"", ""dt_end"": ""2026-03-27T19:00:00""}, {""dt_start"": ""2026-02-18T16:00:00"", ""dt_end"": ""2026-02-18T19:00:00""}, {""dt_start"": ""2026-04-03T16:00:00"", ""dt_end"": ""2026-04-03T19:00:00""}]"
6942,t,"St. John the Baptist, Baden",Church,"2586 Wexford Bayne Road, Sewickley, Pennsylvania 15143, United States",https://saintluke.net/,"Wednesday Feb 18 from 4:00 PM to 7:30 PM, Friday Feb 20 from 4:00 PM to 7:30 PM, Friday Feb 27 from 4:00 PM to 7:30 PM, Friday Mar 6 from 4:00 PM to 7:30 PM, Friday Mar 13 from 4:00 PM to 7:30 PM, Friday Mar 20 from 4:00 PM to 7:30 PM, Friday Mar 27 from 4:00 PM to 7:30 PM, Friday Apr 3 from 4:00 PM to 7:30 PM",,https://saintluke.net/fishfry,,,412-440-3044,,t,t,f,f,,t,,40.608297,-80.106565,"[{""dt_start"": ""2026-02-18T16:00:00"", ""dt_end"": ""2026-02-18T19:30:00""}, {""dt_start"": ""2026-02-20T16:00:00"", ""dt_end"": ""2026-02-20T19:30:00""}, {""dt_start"": ""2026-02-27T16:00:00"", ""dt_end"": ""2026-02-27T19:30:00""}, {""dt_start"": ""2026-03-06T16:00:00"", ""dt_end"": ""2026-03-06T19:30:00""}, {""dt_start"": ""2026-03-13T16:00:00"", ""dt_end"": ""2026-03-13T19:30:00""}, {""dt_start"": ""2026-03-20T16:00:00"", ""dt_end"": ""2026-03-20T19:30:00""}, {""dt_start"": ""2026-03-27T16:00:00"", ""dt_end"": ""2026-03-27T19:30:00""}, {""dt_start"": ""2026-04-03T16:00:00"", ""dt_end"": ""2026-04-03T19:30:00""}]"
6943,t,Fraternal Order of the Eagles (FOE #1134),Community Organization,"202 3rd Avenue, Carnegie, Pennsylvania 15106, United States",https://foe1134.org/,"Wednesday Feb 18 from 4:00 PM to 8:00 PM, Friday Feb 20 from 4:00 PM to 8:00 PM, Friday Feb 27 from 4:00 PM to 8:00 PM, Friday Mar 6 from 4:00 PM to 8:00 PM, Friday Mar 13 from 4:00 PM to 8:00 PM, Friday Mar 20 from 4:00 PM to 8:00 PM, Friday Mar 27 from 4:00 PM to 8:00 PM, Friday Apr 3 from 4:00 PM to 8:00 PM",,,"FRIDAY LENTEN FISH FRY
Carnegie F.O.E. 1134
with Chef Dave Gibson of Fat Cat Mac Attack Food Truck 202 Third Avenue, Carnegie, PA 15106
Phone: 412-276-7950
Fish Sandwich:
Jumbo Hand Breaded Fish $12
Combo- Fries and Slaw $15
Popcorn Shrimp:
 1/2  lb. Crispy Fried Shrimp - $9
Combo- Fries and Slaw -
$12
""Fish Wings"":
 1/2  lb. battered fish nuggets tossed in wing sauce. Flavors: Buffalo, Garlic Butter,
Cajun
Fish Wings-
$9
Combo-Fries and Slaw - $12
Pittsburgh Fish Salad:
Fried Fish Chunks, French Fries, Mixed Greens, Tomato, Cucumber, Pepperoncini, Shredded Cheese. Served with Italian or
Ranch Dressing - $14
Chicken Tenders:
6 Tenders $6
Add Fries - $9
Sides:
Macaroni & Cheese
$5
French Fries - $3
Onion Rings - $5
Cole Slaw $3
Appetizers:
Mozzarella Wedges $6
Zucchini Planks - $6
Hot Cheese Balls $6
Pickle Fries - $6
Ash Wednesday SPECIAL
Shrimp Scampl Pasta w/ Side Salad and Bread $15
OPEN 4:00 PM to 8:00 PM Eat-in or Take-out",Eat in or take out Open to the public every Friday during Lent.,,,,t,t,f,,t,,40.40462,-80.089979,"[{""dt_start"": ""2026-02-18T16:00:00"", ""dt_end"": ""2026-02-18T20:00:00""}, {""dt_start"": ""2026-02-20T16:00:00"", ""dt_end"": ""2026-02-20T20:00:00""}, {""dt_start"": ""2026-02-27T16:00:00"", ""dt_end"": ""2026-02-27T20:00:00""}, {""dt_start"": ""2026-03-06T16:00:00"", ""dt_end"": ""2026-03-06T20:00:00""}, {""dt_start"": ""2026-03-13T16:00:00"", ""dt_end"": ""2026-03-13T20:00:00""}, {""dt_start"": ""2026-03-20T16:00:00"", ""dt_end"": ""2026-03-20T20:00:00""}, {""dt_start"": ""2026-03-27T16:00:00"", ""dt_end"": ""2026-03-27T20:00:00""}, {""dt_start"": ""2026-04-03T16:00:00"", ""dt_end"": ""2026-04-03T20:00:00""}]"
6944,t,Emil's Lounge,Restaurant,"414 Hawkins Avenue, Rankin, Pennsylvania 15104, United States",https://www.facebook.com/EmilsLoungePA/,"Wednesday Feb 18 from 10:00 AM to 8:00 PM, Friday Feb 20 from 10:00 AM to 8:00 PM, Friday Feb 27 from 10:00 AM to 8:00 PM, Friday Mar 6 from 10:00 AM to 8:00 PM, Friday Mar 13 from 10:00 AM to 8:00 PM, Friday Mar 20 from 10:00 AM to 8:00 PM, Friday Mar 27 from 10:00 AM to 8:00 PM, Friday Apr 3 from 10:00 AM to 8:00 PM",,,,,(412) 271-9911,,,t,t,t,,t,,40.413387,-79.880362,"[{""dt_start"": ""2026-02-18T10:00:00"", ""dt_end"": ""2026-02-18T20:00:00""}, {""dt_start"": ""2026-02-20T10:00:00"", ""dt_end"": ""2026-02-20T20:00:00""}, {""dt_start"": ""2026-02-27T10:00:00"", ""dt_end"": ""2026-02-27T20:00:00""}, {""dt_start"": ""2026-03-06T10:00:00"", ""dt_end"": ""2026-03-06T20:00:00""}, {""dt_start"": ""2026-03-13T10:00:00"", ""dt_end"": ""2026-03-13T20:00:00""}, {""dt_start"": ""2026-03-20T10:00:00"", ""dt_end"": ""2026-03-20T20:00:00""}, {""dt_start"": ""2026-03-27T10:00:00"", ""dt_end"": ""2026-03-27T20:00:00""}, {""dt_start"": ""2026-04-03T10:00:00"", ""dt_end"": ""2026-04-03T20:00:00""}]"
6945,t,North Irwin Volunteer Fire Department,Fire Department,"29 Broadway Avenue, North Irwin, Pennsylvania 15642, United States",https://www.facebook.com/FDNI12ENG/,"Friday Feb 20 from 11:00 AM to 7:00 PM, Friday Feb 27 from 11:00 AM to 7:00 PM, Friday Mar 6 from 11:00 AM to 7:00 PM, Friday Mar 13 from 11:00 AM to 7:00 PM, Friday Mar 20 from 11:00 AM to 7:00 PM, Friday Mar 27 from 11:00 AM to 7:00 PM, Wednesday Feb 18 from 11:00 AM to 7:00 PM, Friday Apr 3 from 11:00 AM to 7:00 PM",,https://www.facebook.com/photo/?fbid=1367978591797465&set=a.531203082141691,,,724-863-9889,,,t,,,,t,,40.337012,-79.709907,"[{""dt_start"": ""2026-02-20T11:00:00"", ""dt_end"": ""2026-02-20T19:00:00""}, {""dt_start"": ""2026-02-27T11:00:00"", ""dt_end"": ""2026-02-27T19:00:00""}, {""dt_start"": ""2026-03-06T11:00:00"", ""dt_end"": ""2026-03-06T19:00:00""}, {""dt_start"": ""2026-03-13T11:00:00"", ""dt_end"": ""2026-03-13T19:00:00""}, {""dt_start"": ""2026-03-20T11:00:00"", ""dt_end"": ""2026-03-20T19:00:00""}, {""dt_start"": ""2026-03-27T11:00:00"", ""dt_end"": ""2026-03-27T19:00:00""}, {""dt_start"": ""2026-02-18T11:00:00"", ""dt_end"": ""2026-02-18T19:00:00""}, {""dt_start"": ""2026-04-03T11:00:00"", ""dt_end"": ""2026-04-03T19:00:00""}]"
6946,t,St. Mary (Herman) - St. Francis of Assisi Parish,Church,"821 Herman Road, Butler, PA 16002",https://saintfrancisparish.net/,"Friday Feb 20 from 3:00 PM to 6:00 PM, Friday Feb 27 from 3:00 PM to 6:00 PM, Friday Mar 6 from 3:00 PM to 6:00 PM, Friday Mar 13 from 3:00 PM to 6:00 PM, Friday Mar 20 from 3:00 PM to 6:00 PM, Friday Mar 27 from 3:00 PM to 6:00 PM",,,"All Dinners $17.00

 

Dinners Include: Pan Fried or Baked Cod Loin, Green Beans,



 Coleslaw, Spanish rice, French Fries, Macaroni & Cheese, 



Bread & Dessert

No Substitutions",,,,,t,,f,,t,,40.830089,-79.81627,"[{""dt_start"": ""2026-02-20T15:00:00"", ""dt_end"": ""2026-02-20T18:00:00""}, {""dt_start"": ""2026-02-27T15:00:00"", ""dt_end"": ""2026-02-27T18:00:00""}, {""dt_start"": ""2026-03-06T15:00:00"", ""dt_end"": ""2026-03-06T18:00:00""}, {""dt_start"": ""2026-03-13T15:00:00"", ""dt_end"": ""2026-03-13T18:00:00""}, {""dt_start"": ""2026-03-20T15:00:00"", ""dt_end"": ""2026-03-20T18:00:00""}, {""dt_start"": ""2026-03-27T15:00:00"", ""dt_end"": ""2026-03-27T18:00:00""}]"
6947,t,Unionville Methodist Church,Church,"1297 PA-68, Rochester, PA 15074",https://unionville.church/,"Friday Feb 20 from 4:00 PM to 7:00 PM, Friday Feb 27 from 4:00 PM to 7:00 PM, Friday Mar 6 from 4:00 PM to 7:00 PM, Friday Mar 13 from 4:00 PM to 7:00 PM, Friday Mar 20 from 4:00 PM to 7:00 PM, Friday Mar 27 from 4:00 PM to 7:00 PM, Friday Apr 3 from 4:00 PM to 7:00 PM",,https://unionville.church/images/SiteGraphics-Miscellaneous/2025_Fish_Fry_Menu.pdf,"Dine-In or Take-Out -
CALL 724-843-0862 for take-out
Serving 4:00 until 7:00 pm or until sold out
FISH DINNER
Fried or Baked
 French Fries OR Macaroni & Cheese OR Baked Potato
Cole slaw & roll Adults: $14.00


SHRIMP DINNER
French Fries OR Macaroni & Cheese OR Baked Potato
Cole slaw & roll Adults: $14.00
FISH SANDWICH DINNER
French Fries OR Macaroni & Cheese OR Baked Potato
 Cole slaw & roll Adults: $14.00
CHICKEN TENDER DINNER
French Fries OR Macaroni & Cheese OR Baked Potato
Cole slaw & roll Adults: $14.00
REDUCED PORTION MENU
Fish Dinner (1 PIECE) ~ $10.00
Shrimp Dinner (4 PIECES) ~ $10.00
Chicken Tender Dinner ~ $10.00
French Fries OR Macaroni & Cheese OR Baked Potato
Cole slaw & roll

ALA CARTE
$5.00 ~ Fish (Fried or Baked)
$4.00 ~ French Fries, Baked Potato, Macaroni & Cheese
$5.00 ~ Shrimp, Chicken Tender
$3.00 ~ Cole Slaw
$1.00 ~ Roll",,724-843-0862,unionvilleumccalendar@gmail.com,f,t,f,f,,t,,40.746226,-80.206967,"[{""dt_start"": ""2026-02-20T16:00:00"", ""dt_end"": ""2026-02-20T19:00:00""}, {""dt_start"": ""2026-02-27T16:00:00"", ""dt_end"": ""2026-02-27T19:00:00""}, {""dt_start"": ""2026-03-06T16:00:00"", ""dt_end"": ""2026-03-06T19:00:00""}, {""dt_start"": ""2026-03-13T16:00:00"", ""dt_end"": ""2026-03-13T19:00:00""}, {""dt_start"": ""2026-03-20T16:00:00"", ""dt_end"": ""2026-03-20T19:00:00""}, {""dt_start"": ""2026-03-27T16:00:00"", ""dt_end"": ""2026-03-27T19:00:00""}, {""dt_start"": ""2026-04-03T16:00:00"", ""dt_end"": ""2026-04-03T19:00:00""}]"
6948,t,Saint Elizabeth Ann Seton Church,Church,"200 Leger Road, North Huntingdon, Pennsylvania 15642, United States",www.seasnh.org,"Friday Feb 20 from 4:00 PM to 7:00 PM, Friday Feb 27 from 4:00 PM to 7:00 PM, Friday Mar 6 from 4:00 PM to 7:00 PM, Friday Mar 13 from 4:00 PM to 7:00 PM, Friday Mar 20 from 4:00 PM to 7:00 PM, Friday Mar 27 from 4:00 PM to 7:00 PM, Wednesday Feb 18 from 4:00 PM to 7:00 PM, Friday Feb 20 from 11:30 AM to 1:30 PM, Friday Feb 27 from 11:30 AM to 1:30 PM, Friday Mar 6 from 11:30 AM to 1:30 PM, Friday Mar 13 from 11:30 AM to 1:30 PM, Friday Mar 20 from 11:30 AM to 1:30 PM, Friday Mar 27 from 11:30 AM to 1:30 PM",Lunch is take out only,https://www.seasnh.org/february-15-2026/,,,,,f,t,,f,t,t,,40.347907,-79.76145,"[{""dt_start"": ""2026-02-20T16:00:00"", ""dt_end"": ""2026-02-20T19:00:00""}, {""dt_start"": ""2026-02-27T16:00:00"", ""dt_end"": ""2026-02-27T19:00:00""}, {""dt_start"": ""2026-03-06T16:00:00"", ""dt_end"": ""2026-03-06T19:00:00""}, {""dt_start"": ""2026-03-13T16:00:00"", ""dt_end"": ""2026-03-13T19:00:00""}, {""dt_start"": ""2026-03-20T16:00:00"", ""dt_end"": ""2026-03-20T19:00:00""}, {""dt_start"": ""2026-03-27T16:00:00"", ""dt_end"": ""2026-03-27T19:00:00""}, {""dt_start"": ""2026-02-18T16:00:00"", ""dt_end"": ""2026-02-18T19:00:00""}, {""dt_start"": ""2026-02-20T11:30:00"", ""dt_end"": ""2026-02-20T13:30:00""}, {""dt_start"": ""2026-02-27T11:30:00"", ""dt_end"": ""2026-02-27T13:30:00""}, {""dt_start"": ""2026-03-06T11:30:00"", ""dt_end"": ""2026-03-06T13:30:00""}, {""dt_start"": ""2026-03-13T11:30:00"", ""dt_end"": ""2026-03-13T13:30:00""}, {""dt_start"": ""2026-03-20T11:30:00"", ""dt_end"": ""2026-03-20T13:30:00""}, {""dt_start"": ""2026-03-27T11:30:00"", ""dt_end"": ""2026-03-27T13:30:00""}]"
6949,t,Pizzaiolo Primo,Restaurant,"8 Market Square, Pittsburgh, Pennsylvania 15222, United States",https://pizzaioloprimo.com,"Friday Feb 20 from 11:00 AM to 10:00 PM, Friday Feb 27 from 11:00 AM to 10:00 PM, Friday Mar 6 from 11:00 AM to 10:00 PM, Friday Mar 13 from 11:00 AM to 10:00 PM, Friday Mar 20 from 11:00 AM to 10:00 PM, Friday Mar 27 from 11:00 AM to 10:00 PM, Friday Apr 3 from 11:00 AM to 10:00 PM",,,,,,,,,t,t,,t,,40.440322,-80.002163,"[{""dt_start"": ""2026-02-20T11:00:00"", ""dt_end"": ""2026-02-20T22:00:00""}, {""dt_start"": ""2026-02-27T11:00:00"", ""dt_end"": ""2026-02-27T22:00:00""}, {""dt_start"": ""2026-03-06T11:00:00"", ""dt_end"": ""2026-03-06T22:00:00""}, {""dt_start"": ""2026-03-13T11:00:00"", ""dt_end"": ""2026-03-13T22:00:00""}, {""dt_start"": ""2026-03-20T11:00:00"", ""dt_end"": ""2026-03-20T22:00:00""}, {""dt_start"": ""2026-03-27T11:00:00"", ""dt_end"": ""2026-03-27T22:00:00""}, {""dt_start"": ""2026-04-03T11:00:00"", ""dt_end"": ""2026-04-03T22:00:00""}]"
6950,t,"Our Lady of Lourdes, St. Isidore the Farmer Parish",Church,"1111 South Main Street, Burgettstown, Pennsylvania 15021, United States",https://stisidorethefarmer.org/,"Wednesday Feb 18 from 4:00 PM to 7:00 PM, Friday Feb 20 from 4:00 PM to 7:00 PM, Friday Feb 27 from 4:00 PM to 7:00 PM, Friday Mar 6 from 4:00 PM to 7:00 PM, Friday Mar 13 from 4:00 PM to 7:00 PM, Friday Mar 27 from 4:00 PM to 7:00 PM","Phone order after 2pm, cash and credit cards accepted",https://www.canva.com/design/DAG9kpn8veE/ESLcpPCgltmN8cVcVe0Hjg/view?utm_content=DAG9kpn8veE&utm_campaign=designshare&utm_medium=link2&utm_source=uniquelinks&utlId=h1e98f9a82d#14,,St. Bernadette Hall,724 947 5076,,t,t,,f,t,t,,40.37344,-80.38986,"[{""dt_start"": ""2026-02-18T16:00:00"", ""dt_end"": ""2026-02-18T19:00:00""}, {""dt_start"": ""2026-02-20T16:00:00"", ""dt_end"": ""2026-02-20T19:00:00""}, {""dt_start"": ""2026-02-27T16:00:00"", ""dt_end"": ""2026-02-27T19:00:00""}, {""dt_start"": ""2026-03-06T16:00:00"", ""dt_end"": ""2026-03-06T19:00:00""}, {""dt_start"": ""2026-03-13T16:00:00"", ""dt_end"": ""2026-03-13T19:00:00""}, {""dt_start"": ""2026-03-27T16:00:00"", ""dt_end"": ""2026-03-27T19:00:00""}]"
6951,t,Markle VFD,Fire Department,"470 Joyce St., Apollo, PA 15613",http://www.marklevfd.com/,"Friday Feb 20 from 4:00 PM to 7:00 PM, Friday Feb 27 from 4:00 PM to 7:00 PM, Friday Mar 6 from 4:00 PM to 7:00 PM, Friday Mar 13 from 4:00 PM to 7:00 PM, Friday Mar 20 from 4:00 PM to 7:00 PM, Friday Mar 27 from 4:00 PM to 7:00 PM, Friday Apr 3 from 4:00 PM to 7:00 PM",,https://www.facebook.com/photo/?fbid=1308671684624252&set=a.555496903275071,,,724-727-7114,,f,t,,f,t,t,,40.571938,-79.645171,"[{""dt_start"": ""2026-02-20T16:00:00"", ""dt_end"": ""2026-02-20T19:00:00""}, {""dt_start"": ""2026-02-27T16:00:00"", ""dt_end"": ""2026-02-27T19:00:00""}, {""dt_start"": ""2026-03-06T16:00:00"", ""dt_end"": ""2026-03-06T19:00:00""}, {""dt_start"": ""2026-03-13T16:00:00"", ""dt_end"": ""2026-03-13T19:00:00""}, {""dt_start"": ""2026-03-20T16:00:00"", ""dt_end"": ""2026-03-20T19:00:00""}, {""dt_start"": ""2026-03-27T16:00:00"", ""dt_end"": ""2026-03-27T19:00:00""}, {""dt_start"": ""2026-04-03T16:00:00"", ""dt_end"": ""2026-04-03T19:00:00""}]"
6952,t,Hampton Township VFD #1,Fire Department,"2536 Duncan Avenue, Allison Park, Pennsylvania 15101, United States",https://www.facebook.com/Hampton-Township-VFD-1-190996607599327,"Wednesday Feb 18 from 4:30 PM to 7:00 PM, Friday Feb 20 from 4:30 PM to 7:00 PM, Friday Feb 27 from 4:30 PM to 7:00 PM, Friday Mar 6 from 4:30 PM to 7:00 PM, Friday Mar 13 from 4:30 PM to 7:00 PM, Friday Mar 20 from 4:30 PM to 7:00 PM, Friday Mar 27 from 4:30 PM to 7:00 PM, Friday Apr 3 from 12:00 PM to 7:00 PM",,https://www.facebook.com/photo/?fbid=1332258298942636&set=a.552282053606935,,,(412) 487-1114,,,t,,f,,t,,40.559664,-79.963937,"[{""dt_start"": ""2026-02-18T16:30:00"", ""dt_end"": ""2026-02-18T19:00:00""}, {""dt_start"": ""2026-02-20T16:30:00"", ""dt_end"": ""2026-02-20T19:00:00""}, {""dt_start"": ""2026-02-27T16:30:00"", ""dt_end"": ""2026-02-27T19:00:00""}, {""dt_start"": ""2026-03-06T16:30:00"", ""dt_end"": ""2026-03-06T19:00:00""}, {""dt_start"": ""2026-03-13T16:30:00"", ""dt_end"": ""2026-03-13T19:00:00""}, {""dt_start"": ""2026-03-20T16:30:00"", ""dt_end"": ""2026-03-20T19:00:00""}, {""dt_start"": ""2026-03-27T16:30:00"", ""dt_end"": ""2026-03-27T19:00:00""}, {""dt_start"": ""2026-04-03T12:00:00"", ""dt_end"": ""2026-04-03T19:00:00""}]"
6953,t,St. Paul's Episcopal Church (alternating Fridays of Lent),Church,"1066 Washington Road, Mt. Lebanon, PA",https://www.stpaulspgh.org/st-pauls-fish-fry-fundraiser-2026/?fbclid=IwY2xjawP_IWRleHRuA2FlbQIxMABicmlkETJlTEVKb1Q4ZU1GUlFWVFNyc3J0YwZhcHBfaWQPNTE0NzcxNTY5MjI4MDYxAAEewyuW9sPd75LFLyYpdrVtXk5P51ttWGcGsemFO5VUlDn0iYLIhafnI0Ryrd8_aem_x6M61c1sbs-D-hfbwn69dQ,"Friday Feb 20 from 4:30 PM to 7:00 PM, Friday Mar 6 from 4:30 PM to 7:00 PM, Friday Mar 20 from 4:30 PM to 7:00 PM",,https://www.stpaulspgh.org/wp-content/uploads/sites/54/files/2026-Fish-Fry-Menu-week-1.pdf,,,412-531-7153,,,t,,f,t,t,,40.370768,-80.050178,"[{""dt_start"": ""2026-02-20T16:30:00"", ""dt_end"": ""2026-02-20T19:00:00""}, {""dt_start"": ""2026-03-06T16:30:00"", ""dt_end"": ""2026-03-06T19:00:00""}, {""dt_start"": ""2026-03-20T16:30:00"", ""dt_end"": ""2026-03-20T19:00:00""}]"
6954,t,Monongahela Elks Lodge,Community Organization,"444 Jackson St, Monongahela, PA 15063",https://www.elks.org/lodges/home.cfm?LodgeNumber=455,"Friday Feb 20 from 11:00 AM to 9:00 PM, Friday Feb 27 from 11:00 AM to 9:00 PM, Friday Mar 6 from 11:00 AM to 9:00 PM, Friday Mar 13 from 11:00 AM to 9:00 PM, Friday Mar 20 from 11:00 AM to 9:00 PM, Friday Mar 27 from 11:00 AM to 9:00 PM, Wednesday Feb 18 from 11:00 AM to 9:00 PM, Friday Apr 3 from 11:00 AM to 9:00 PM",,https://www.facebook.com/photo/?fbid=1307463504742969&set=pcb.1307463581409628,,,724-258-3370,,,t,,,,t,,40.199815,-79.927167,"[{""dt_start"": ""2026-02-20T11:00:00"", ""dt_end"": ""2026-02-20T21:00:00""}, {""dt_start"": ""2026-02-27T11:00:00"", ""dt_end"": ""2026-02-27T21:00:00""}, {""dt_start"": ""2026-03-06T11:00:00"", ""dt_end"": ""2026-03-06T21:00:00""}, {""dt_start"": ""2026-03-13T11:00:00"", ""dt_end"": ""2026-03-13T21:00:00""}, {""dt_start"": ""2026-03-20T11:00:00"", ""dt_end"": ""2026-03-20T21:00:00""}, {""dt_start"": ""2026-03-27T11:00:00"", ""dt_end"": ""2026-03-27T21:00:00""}, {""dt_start"": ""2026-02-18T11:00:00"", ""dt_end"": ""2026-02-18T21:00:00""}, {""dt_start"": ""2026-04-03T11:00:00"", ""dt_end"": ""2026-04-03T21:00:00""}]"
6955,t,Partyline Catering,Other,"2872 Custer Avenue, Pittsburgh, Pennsylvania 15227, United States",http://www.partylinecatering.net/,"Wednesday Feb 18 from 8:00 AM to 8:00 PM, Friday Feb 20 from 8:00 AM to 8:00 PM, Friday Feb 27 from 8:00 AM to 8:00 PM, Friday Mar 6 from 8:00 AM to 8:00 PM, Friday Mar 13 from 8:00 AM to 8:00 PM, Friday Mar 20 from 8:00 AM to 8:00 PM, Friday Mar 27 from 8:00 AM to 8:00 PM",,https://www.facebook.com/photo/?fbid=1487187476741976&set=a.504317488362318,,,412-882-7110,,t,t,,t,,t,,40.394153,-79.970457,"[{""dt_start"": ""2026-02-18T08:00:00"", ""dt_end"": ""2026-02-18T20:00:00""}, {""dt_start"": ""2026-02-20T08:00:00"", ""dt_end"": ""2026-02-20T20:00:00""}, {""dt_start"": ""2026-02-27T08:00:00"", ""dt_end"": ""2026-02-27T20:00:00""}, {""dt_start"": ""2026-03-06T08:00:00"", ""dt_end"": ""2026-03-06T20:00:00""}, {""dt_start"": ""2026-03-13T08:00:00"", ""dt_end"": ""2026-03-13T20:00:00""}, {""dt_start"": ""2026-03-20T08:00:00"", ""dt_end"": ""2026-03-20T20:00:00""}, {""dt_start"": ""2026-03-27T08:00:00"", ""dt_end"": ""2026-03-27T20:00:00""}]"
6956,t,"Holy Redeemer, Ellwood City",Church,"311 East Lawrence Avenue, Ellwood City, Pennsylvania 16117, United States",https://divinegracepgh.org/fish-fry,Wednesday Feb 18 from 3:00 PM to 7:00 PM,Ash Wednesday only,https://divinegracepgh.org/documents/2026/1/HR%20Ash%20Wednesday%20Fish%20Fry%202026-1.pdf,"DINNERS - $16
SANDWICHES - $10
EXTRA SIDES - $3
WHAT'S ON THE MENU?
Golden fried or baked fish
Mac and Cheese
Cole Slaw
Slice of Cake",Dine in and take out,724-752-9350,,f,t,,f,,t,,40.858189,-80.284389,"[{""dt_start"": ""2026-02-18T15:00:00"", ""dt_end"": ""2026-02-18T19:00:00""}]"
